,OBJECTID,UtilityCompany,StartDateTime,ImpactedCustomers,County,FID,x,y,xp,yp,lon,lat,StartDate,StartTime
468,1195218.0,PGE,2020-04-08 02:38:00,8,EL DORADO,,0.3685661205591124,0.7017448701611944,-13438117.121464739,4692973.656418446,-120.71666000000002,38.799369999999996,2020-04-08,02:38:00
469,1195221.0,SCE,2020-04-08 02:23:04,26,LOS ANGELES,,0.6453079509044581,0.16528060641275344,-13139167.961022452,4039485.7661189265,-118.03115399999997,34.07952850000358,2020-04-08,02:23:04
470,1195222.0,SCE,2020-04-08 02:26:13,2430,LOS ANGELES,,0.6185324197419764,0.13890784316354532,-13168092.11228441,4007360.082114045,-118.290984071588,33.840163900201006,2020-04-08,02:26:13
471,1195224.0,PGE,2020-04-08 02:51:14,1,SUTTER,,0.26991310826105597,0.7579355677179151,-13544686.609585864,4761421.720683205,-121.67399000000005,39.27695999999998,2020-04-08,02:51:14
472,1195225.0,SCE,2020-04-08 02:20:04,13,LOS ANGELES,,0.6140509301167132,0.1367758401250887,-13172933.221990636,4004763.0066667856,-118.3344725,33.82078400000359,2020-04-08,02:20:04
473,1195226.0,SCE,2020-04-08 02:30:36,40,SAN BERNARDINO,,0.7104028156933708,0.35099914665580956,-13068849.516017351,4265716.710571643,-117.39947266096397,35.74592196461619,2020-04-08,02:30:36
474,1195228.0,SDGE,2020-04-08 03:03:00,354,SAN DIEGO,,0.7399944477540341,0.08578197743758276,-13036883.283989426,3942645.408165373,-117.1123151129,33.355943746699985,2020-04-08,03:03:00
475,1195184.0,PGE,2020-04-08 01:12:38,1,CONTRA COSTA,,0.21934227139691664,0.58875654618635,-13599315.536497753,4555338.204344003,-122.16473,37.82928999999998,2020-04-08,01:12:38
476,1195216.0,PGE,2020-04-08 02:35:25,1,MERCED,,0.39024787480008705,0.5071180075843316,-13414695.500601832,4455891.139621747,-120.50626000000001,37.120319999999985,2020-04-08,02:35:25
477,1195227.0,PGE,2020-04-08 02:54:22,1,SUTTER,,0.27101162299589454,0.759018192714124,-13543499.943814,4762740.5081077665,-121.66332999999995,39.28613000000001,2020-04-08,02:54:22
478,1195232.0,PGE,2020-04-08 03:10:04,1,KERN,,0.5337174028747569,0.2886959045889199,-13259713.165934712,4189822.7191757807,-119.11403,35.190669999999976,2020-04-08,03:10:04
479,1195233.0,SCE,2020-04-08 02:37:45,19,RIVERSIDE,,0.7288906497776733,0.1451412677584485,-13048878.113533666,4014953.2579565546,-117.2200665,33.89680050000339,2020-04-08,02:37:45
480,1195234.0,SCE,2020-04-08 02:23:04,28,LOS ANGELES,,0.6453079509044581,0.16528060641275344,-13139167.961022452,4039485.7661189265,-118.03115399999997,34.07952850000358,2020-04-08,02:23:04
482,1195240.0,PGE,2020-04-08 03:22:12,1,SHASTA,,0.20494822466507756,0.9002266134215078,-13614864.642971756,4934751.95262752,-122.30440999999998,40.47186999999999,2020-04-08,03:22:12
485,1195156.0,PGE,2020-04-08 00:11:00,1,EL DORADO,,0.35083118755117226,0.7056141280322956,-13457275.205830256,4697686.9492397485,-120.88875999999996,38.83235999999999,2020-04-08,00:11:00
486,1195180.0,PGE,2020-04-08 01:05:00,1,HUMBOLDT,,0.019261105918157995,0.9651147016220976,-13815452.346627062,5013794.645177972,-124.10632,41.00984999999998,2020-04-08,01:05:00
487,1195200.0,PGE,2020-04-08 01:48:20,21,SONOMA,,0.16469373959306388,0.6600741187593684,-13658349.375660334,4642212.90074294,-122.69504,38.44310999999998,2020-04-08,01:48:20
488,1195201.0,SCE,2020-04-08 01:34:06,61,LOS ANGELES,,0.6346800269512496,0.13295902207539267,-13150648.729719728,4000113.5928222826,-118.134287499942,33.78607816669961,2020-04-08,01:34:06
489,1195203.0,PGE,2020-04-08 02:00:00,1,SAN LUIS OBISPO,,0.37422666599854715,0.3315195273783287,-13432002.341835462,4241987.832124955,-120.66172999999999,35.57272999999998,2020-04-08,02:00:00
490,1195207.0,PGE,2020-04-08 02:11:53,20,SANTA CLARA,,0.2519792884390206,0.5351160883759203,-13564059.540568614,4489996.685853453,-121.84801999999999,37.364219999999996,2020-04-08,02:11:53
491,1195217.0,PGE,2020-04-08 02:35:00,1,MERCED,,0.3902581798163638,0.5074274544643056,-13414684.36865275,4456268.088847294,-120.50615999999997,37.12301999999999,2020-04-08,02:35:00
492,1195219.0,SCE,2020-04-08 01:55:56,14,LOS ANGELES,,0.6370109185763422,0.16481142490859435,-13148130.79416393,4038914.2379631116,-118.11166849999998,34.07527600000349,2020-04-08,01:55:56
493,1195229.0,PGE,2020-04-08 03:07:44,1,MADERA,,0.4519429767322567,0.4789975013242236,-13348049.634658806,4421636.462186812,-119.90756999999998,36.87456,2020-04-08,03:07:44
494,1195230.0,PGE,2020-04-08 03:12:29,1,FRESNO,,0.4169182874194153,0.4278735510339948,-13385884.903189624,4359360.398939839,-120.24745,36.42573000000001,2020-04-08,03:12:29
496,1195237.0,SCE,2020-04-08 02:57:27,48,SAN BERNARDINO,,0.7899894587196119,0.257628184644624,-12982876.390503855,4151977.926642993,-116.62716293424096,34.91236250224568,2020-04-08,02:57:27
497,1195238.0,SCE,2020-04-08 01:59:38,5,LOS ANGELES,,0.6101695457370262,0.13940286296800108,-13177126.070611363,4007963.0849038484,-118.37213749999998,33.84466300000351,2020-04-08,01:59:38
466,1195213.0,SCE,2020-04-08 00:19:55,16,KINGS,,0.4786236943678581,0.41760339171760563,-13319227.90529752,4346849.920240265,-119.64865999999998,36.33525050000397,2020-04-08,00:19:55
499,1195241.0,PGE,2020-04-08 03:16:17,28,CONTRA COSTA,,0.20395482109624474,0.5973771004916397,-13615937.762863,4565839.235310752,-122.31404999999998,37.903759999999984,2020-04-08,03:16:17
465,1195212.0,PGE,2020-04-08 02:21:13,1,YUBA,,0.278521918856546,0.7429209325600317,-13535386.979324993,4743131.812266224,-121.59045000000002,39.14965999999998,2020-04-08,02:21:13
463,1195205.0,PGE,2020-04-08 02:01:04,1,SANTA CLARA,,0.24953287757552012,0.5303043925107742,-13566702.265280046,4484135.372822635,-121.87176,37.32236,2020-04-08,02:01:04
427,1195150.0,PGE,2020-04-08 00:07:58,1,SAN JOAQUIN,,0.30590646910367525,0.6103782444018497,-13505804.937841589,4581676.432081323,-121.32471000000001,38.01592999999998,2020-04-08,00:07:58
428,1195151.0,PGE,2020-04-08 00:05:23,1,MONTEREY,,0.24339417938095842,0.4371313033601725,-13573333.567346606,4370637.625486631,-121.93133000000005,36.50719999999999,2020-04-08,00:05:23
430,1195160.0,PGE,2020-04-08 00:22:00,18,SAN MATEO,,0.19303047334393497,0.5666689909382536,-13627738.742081998,4528432.498118396,-122.42006,37.63813999999999,2020-04-08,00:22:00
431,1195161.0,PGE,2020-04-08 00:28:18,1,NEVADA,,0.33901236438626015,0.7522449667694637,-13470042.43822934,4754489.779341286,-121.00345000000002,39.22874,2020-04-08,00:28:18
433,1195165.0,SCE,2020-04-08 00:19:55,15,KINGS,,0.4786236943678581,0.41760339171760563,-13319227.90529752,4346849.920240265,-119.64865999999998,36.33525050000397,2020-04-08,00:19:55
434,1195166.0,SCE,2020-04-08 00:30:49,5,RIVERSIDE,,0.7053100932380119,0.1437136994783823,-13074350.907333927,4013214.2817625385,-117.44889249999999,33.8838330000064,2020-04-08,00:30:49
435,1195170.0,SCE,2020-04-08 00:12:27,10,ORANGE,,0.652054902684597,0.12633797848799722,-13131879.595661493,3992048.2432773276,-117.9656815,33.72584050000339,2020-04-08,00:12:27
436,1195171.0,SCE,2020-04-08 00:39:25,44,LOS ANGELES,,0.6115757679583425,0.13644781191358613,-13175607.005163493,4004363.422801878,-118.358491502906,33.81780183474969,2020-04-08,00:39:25
437,1195173.0,PGE,2020-04-08 00:59:07,1,TEHAMA,,0.21323036624467484,0.8635314110113925,-13605917.8954967,4890052.105820307,-122.22403999999997,40.16570999999997,2020-04-08,00:59:07
438,1195174.0,PGE,2020-04-08 00:59:42,1,SANTA CLARA,,0.2540134986515543,0.5358255404070995,-13561862.093820354,4490860.896840937,-121.82827999999999,37.37038999999997,2020-04-08,00:59:42
439,1195177.0,SDGE,2020-04-08 00:55:00,858,SAN DIEGO,,0.7340416684998736,0.017701070138114616,-13043313.747927995,3859713.4190521725,-117.17008095329997,32.73145730749997,2020-04-08,00:55:00
440,1195179.0,PGE,2020-04-08 01:04:39,1,SAN JOAQUIN,,0.32412573787651233,0.6335844378751694,-13486123.651869334,4609944.794840102,-121.14790999999998,38.215720000000005,2020-04-08,01:04:39
441,1195181.0,PGE,2020-04-08 01:03:34,1,MARIN,,0.17889199101569808,0.6100697051365405,-13643011.776218832,4581300.588456339,-122.55725999999997,38.01326999999997,2020-04-08,01:03:34
442,1195185.0,PGE,2020-04-08 01:16:45,1,CONTRA COSTA,,0.2308117545101318,0.5972010600412321,-13586925.677172462,4565624.79362224,-122.05343000000002,37.90223999999998,2020-04-08,01:16:45
443,1195186.0,PGE,2020-04-08 01:11:23,1,KERN,,0.5617759011862216,0.2913643587004917,-13229403.09498152,4193073.2664453182,-118.84174999999999,35.21452999999999,2020-04-08,01:11:23
444,1195187.0,SCE,2020-04-08 00:57:12,22,KERN,,0.5958275291665256,0.282997152745613,-13192618.971729528,4182880.8489132547,-118.511312598698,35.139691108635496,2020-04-08,00:57:12
445,1195189.0,PGE,2020-04-08 01:27:20,1,MARIN,,0.17940002831801394,0.5984670108044705,-13642462.971129226,4567166.897261561,-122.55233000000001,37.91316999999999,2020-04-08,01:27:20
586,1195504.0,PGE,2020-04-08 16:46:00,53,SAN MATEO,,0.20431961867234705,0.5585785120812083,-13615543.691865599,4518577.172578421,-122.31051000000004,37.56799999999998,2020-04-08,16:46:00
447,1195192.0,PGE,2020-04-08 01:38:57,1,FRESNO,,0.46704910008864786,0.4659042105922184,-13331731.31050342,4405687.017804906,-119.76097999999999,36.75986,2020-04-08,01:38:57
448,1195194.0,PGE,2020-04-08 01:40:29,1,SAN JOAQUIN,,0.31313749902330024,0.6064921631589937,-13497993.649172625,4576942.646059525,-121.25454000000003,37.98242,2020-04-08,01:40:29
449,1195196.0,PGE,2020-04-08 01:37:25,1,SAN FRANCISCO,,0.18602924528722475,0.5798129689057592,-13635301.788286492,4544443.686584355,-122.488,37.75194999999998,2020-04-08,01:37:25
450,1195197.0,SCE,2020-04-08 01:14:26,9,ORANGE,,0.6519304180880052,0.12019962379662852,-13132014.06960637,3984570.875765195,-117.9668895,33.66995650000339,2020-04-08,01:14:26
451,1195198.0,SCE,2020-04-08 01:19:36,784,LOS ANGELES,,0.5968977206229695,0.15877745168910584,-13191462.902056154,4031564.0215632804,-118.50092744812702,34.020567114539816,2020-04-08,01:19:36
452,1195199.0,PGE,2020-04-08 01:45:00,2,SAN MATEO,,0.19303459535044531,0.566335485692846,-13627734.289302366,4528026.24246643,-122.42002,37.63524999999999,2020-04-08,01:45:00
453,1195202.0,SCE,2020-04-08 01:40:41,2,LOS ANGELES,,0.6079286226465825,0.1586713581969943,-13179546.818048308,4031434.7849728502,-118.39388344421599,34.01960486932069,2020-04-08,01:40:41
454,1195204.0,PGE,2020-04-08 01:57:07,1,SANTA CRUZ,,0.248581724573409,0.4928404360162313,-13567729.744180068,4438499.07690084,-121.88099,36.995639999999995,2020-04-08,01:57:07
462,1195167.0,PGE,2020-04-08 00:45:59,1,SAN MATEO,,0.18632602975593038,0.570683611889824,-13634981.188153,4533322.863336132,-122.48511999999992,37.67291999999999,2020-04-08,00:45:59
464,1195211.0,PGE,2020-04-08 02:22:37,1,EL DORADO,,0.33147424498166345,0.6859439609438431,-13478185.458980866,4673725.9571269555,-121.07659999999998,38.664489999999965,2020-04-08,02:22:37
500,1195242.0,PGE,2020-04-08 03:23:40,7,TUOLUMNE,,0.402023416896645,0.606888691716382,-13401975.022388887,4577425.672847928,-120.39199000000002,37.98584000000002,2020-04-08,03:23:40
446,1195191.0,PGE,2020-04-08 01:27:22,1,SAN JOAQUIN,,0.3125027100208104,0.6011419937752671,-13498679.37723591,4570425.397587302,-121.26070000000001,37.93625999999999,2020-04-08,01:27:22
502,1195250.0,PGE,2020-04-08 03:37:52,1,ALAMEDA,,0.23031093071920594,0.562576659101464,-13587466.689897714,4523447.470262592,-122.05828999999997,37.60266999999999,2020-04-08,03:37:52
546,1195413.0,PGE,2020-04-08 15:30:24,8,MARIN,,0.18033366279245833,0.5941313600563394,-13641454.416542638,4561885.473219119,-122.54326999999999,37.87573,2020-04-08,15:30:24
547,1195415.0,PGE,2020-04-08 15:39:53,1,KERN,,0.43772926778521715,0.3427966598106589,-13363403.932023922,4255724.943764674,-120.04549999999998,35.67304,2020-04-08,15:39:53
548,1195416.0,PGE,2020-04-08 15:38:50,1,LASSEN,,0.3108796699576235,0.9700269925955447,-13500432.6592159,5019778.497005017,-121.27644999999997,41.05039999999999,2020-04-08,15:38:50
549,1195417.0,PGE,2020-04-08 15:34:17,1,ALAMEDA,,0.2158344438571671,0.589324653538883,-13603104.851964358,4556030.237905897,-122.19877000000002,37.834199999999996,2020-04-08,15:34:17
550,1195418.0,PGE,2020-04-08 15:29:46,2,CALAVERAS,,0.3927942443214487,0.6265109666842257,-13411944.79598433,4601328.325714338,-120.48155000000001,38.15487999999999,2020-04-08,15:29:46
551,1195426.0,PGE,2020-04-08 15:42:34,56,SAN MATEO,,0.20643214700856838,0.5519436435156129,-13613261.642304331,4510494.982292251,-122.29000999999997,37.51042999999999,2020-04-08,15:42:34
554,1195433.0,PGE,2020-04-08 16:00:00,2,MARIPOSA,,0.4331229255106379,0.5738038026237935,-13368379.91326238,4537123.6884755865,-120.09019999999998,37.69994,2020-04-08,16:00:00
555,1195434.0,PGE,2020-04-08 15:58:00,1,CONTRA COSTA,,0.20107044704108645,0.6031803641457443,-13619053.595410306,4572908.415456461,-122.34203999999997,37.95385000000001,2020-04-08,15:58:00
556,1195436.0,PGE,2020-04-08 16:00:00,4,MENDOCINO,,0.11411156721102245,0.8192156056394069,-13712990.547716212,4836069.307493514,-123.18589,39.79411999999999,2020-04-08,16:00:00
557,1195437.0,PGE,2020-04-08 15:55:12,1,KERN,,0.49103402546690944,0.32419713151180085,-13305821.699021285,4233068.138214087,-119.52823,35.50752999999998,2020-04-08,15:55:12
561,1195446.0,SCE,2020-04-08 08:18:22,2,LOS ANGELES,,0.6442529748633774,0.14647083260694016,-13140307.594309455,4016572.852376109,-118.04139150000003,33.908876000003495,2020-04-08,08:18:22
562,1195458.0,PGE,2020-04-08 16:03:00,1,ALAMEDA,,0.2493772718297791,0.5700809524979018,-13566870.357711144,4532588.740597285,-121.87326999999998,37.6677,2020-04-08,16:03:00
563,1195460.0,PGE,2020-04-08 16:00:00,191,LAKE,,0.1604377678718052,0.7079243396251584,-13662946.870630099,4700501.107426944,-122.73634000000003,38.852049999999984,2020-04-08,16:00:00
569,1195473.0,PGE,2020-04-08 16:08:09,1,SHASTA,,0.2635744927507826,0.9072439832422341,-13551533.871464554,4943300.08250211,-121.73549999999997,40.53025999999998,2020-04-08,16:08:09
570,1195474.0,PGE,2020-04-08 16:15:06,1,FRESNO,,0.4040802981449829,0.40280697762485707,-13399753.08535265,4328825.835351729,-120.37203000000001,36.204709999999984,2020-04-08,16:15:06
571,1195478.0,SDGE,2020-04-08 16:26:00,1,SAN DIEGO,,0.7317151527703043,0.021445562446599453,-13045826.956441658,3864274.7301110243,-117.1926574895,32.76591934919998,2020-04-08,16:26:00
572,1195479.0,PGE,2020-04-08 16:23:00,1,KERN,,0.546473982520622,0.3099983023357651,-13245932.926169414,4215771.994649673,-118.99024000000001,35.38095,2020-04-08,16:23:00
575,1195487.0,PGE,2020-04-08 16:33:50,105,ALAMEDA,,0.212610004264965,0.5842246113519307,-13606588.038831277,4549817.679056399,-122.23006,37.790109999999984,2020-04-08,16:33:50
576,1195489.0,PGE,2020-04-08 16:30:00,1,ALAMEDA,,0.2170411612628822,0.577990478210856,-13601801.300727166,4542223.640106364,-122.18706000000002,37.73618000000001,2020-04-08,16:30:00
577,1195491.0,PGE,2020-04-08 16:34:14,1,SAN FRANCISCO,,0.19023369192711037,0.5853012775287629,-13630759.953062126,4551129.207812366,-122.4472,37.79941999999998,2020-04-08,16:34:14
578,1195492.0,PGE,2020-04-08 16:32:31,1,MARIN,,0.18571597279248842,0.6060550756072294,-13635640.199538505,4576410.212789725,-122.49104,37.97865,2020-04-08,16:32:31
580,1195496.0,PGE,2020-04-08 16:42:09,1,FRESNO,,0.46632568794619367,0.4665521353746307,-13332512.77332879,4406476.280068478,-119.76800000000001,36.76554,2020-04-08,16:42:09
581,1195497.0,PGE,2020-04-08 16:45:26,1,SHASTA,,0.24457616474761323,0.9287005500107539,-13572056.732787207,4969437.157230364,-121.91986000000003,40.70848,2020-04-08,16:45:26
582,1195498.0,PGE,2020-04-08 16:41:52,16,MONTEREY,,0.32907935919953246,0.3755775204716203,-13480772.523946902,4295656.579333188,-121.09983999999997,35.96390999999999,2020-04-08,16:41:52
583,1195500.0,PGE,2020-04-08 16:42:53,2,MONTEREY,,0.2433467763061028,0.43326202265702296,-13573384.774312366,4365924.304852727,-121.93178999999998,36.47315999999999,2020-04-08,16:42:53
584,1195502.0,PGE,2020-04-08 16:39:43,3,SONOMA,,0.17510180603003356,0.6387735471413851,-13647106.107090212,4616265.849747318,-122.59404,38.26032000000001,2020-04-08,16:39:43
501,1195249.0,PGE,2020-04-08 03:52:00,35,SAN BENITO,,0.2994411018932279,0.4744131879490041,-13512789.122693956,4416052.132570686,-121.38745,36.83441999999998,2020-04-08,03:52:00
545,1195412.0,PGE,2020-04-08 15:34:44,17,MARIN,,0.18015229450603343,0.5942899708128331,-13641650.338846434,4562078.683122638,-122.54503,37.87709999999998,2020-04-08,15:34:44
544,1195407.0,PGE,2020-04-08 15:29:04,12,SONOMA,,0.14513584920621092,0.678853321331109,-13679476.701817987,4665088.574481888,-122.88482999999998,38.60387999999998,2020-04-08,15:29:04
574,1195486.0,PGE,2020-04-08 16:38:54,1,MADERA,,0.47853507122790084,0.5308215269262746,-13319323.640059602,4484765.314276378,-119.64952,37.32685999999998,2020-04-08,16:38:54
539,1195396.0,PGE,2020-04-08 15:11:58,1,FRESNO,,0.45567957563329387,0.4572428237060926,-13344013.18992264,4395136.2470905,-119.87131,36.68388999999999,2020-04-08,15:11:58
543,1195404.0,PGE,2020-04-08 15:28:27,43,PLACER,,0.3417751392493802,0.7339569692770533,-13467057.96268117,4732212.461527769,-120.97663999999997,39.07355,2020-04-08,15:28:27
504,1195252.0,PGE,2020-04-08 03:55:17,12,TUOLUMNE,,0.45676778535185214,0.5850410611322916,-13342837.656099863,4550812.228144861,-119.86074999999998,37.79716999999998,2020-04-08,03:55:17
505,1195254.0,PGE,2020-04-08 03:55:18,1,TUOLUMNE,,0.4566554606744617,0.5850942602843459,-13342958.994344829,4550877.032091724,-119.86183999999997,37.79762999999998,2020-04-08,03:55:18
506,1195255.0,PGE,2020-04-08 03:56:45,3,TUOLUMNE,,0.45680591391206526,0.5849809233593013,-13342796.467888271,4550738.971995189,-119.86038,37.79665,2020-04-08,03:56:45
507,1195257.0,PGE,2020-04-08 03:58:58,1,ALAMEDA,,0.21997602989778464,0.5773341530700535,-13598630.921629371,4541424.145040995,-122.15857999999997,37.730499999999985,2020-04-08,03:58:58
508,1195258.0,SCE,2020-04-08 03:10:01,106,LOS ANGELES,,0.6417083140208906,0.16662156904617564,-13143056.453134023,4041119.2446215996,-118.06608491896,34.0916813474807,2020-04-08,03:10:01
509,1195263.0,PGE,2020-04-08 04:24:24,4,KERN,,0.5681248217127735,0.26869067300646465,-13222544.701153746,4165453.5720299375,-118.78013999999999,35.01157000000001,2020-04-08,04:24:24
510,1195264.0,PGE,2020-04-08 04:23:09,1,SAN FRANCISCO,,0.1880778825225402,0.5750732210718854,-13633088.756809523,4538670.016236087,-122.46811999999998,37.710930000000005,2020-04-08,04:23:09
511,1195265.0,SCE,2020-04-08 04:08:00,8,LOS ANGELES,,0.6459042080965034,0.16413834810247785,-13138523.85678007,4038094.3370456393,-118.02536791314499,34.06917509018321,2020-04-08,04:08:00
503,1195251.0,SDGE,2020-04-08 03:54:00,1,SAN DIEGO,,0.7317151527703043,0.021445562446599453,-13045826.956441658,3864274.7301110243,-117.1926574895,32.76591934919998,2020-04-08,03:54:00
512,1195266.0,SCE,2020-04-08 02:37:45,19,RIVERSIDE,,0.7288906497776733,0.1451412677584485,-13048878.113533666,4014953.2579565546,-117.2200665,33.89680050000339,2020-04-08,02:37:45
514,1195268.0,SCE,2020-04-08 04:02:37,6,LOS ANGELES,,0.6093109833061376,0.14357384413646157,-13178053.528948909,4013043.9185556765,-118.38046900000002,33.88256250000358,2020-04-08,04:02:37
515,1195270.0,PGE,2020-04-08 05:00:00,75,KINGS,,0.4849118152983909,0.3907537604243494,-13312435.189969314,4314143.344807726,-119.58764,36.09820999999998,2020-04-08,05:00:00
518,1195273.0,SDGE,2020-04-08 05:13:00,171,SAN DIEGO,,0.7399944477540341,0.08578197743758276,-13036883.283989426,3942645.408165373,-117.1123151129,33.355943746699985,2020-04-08,05:13:00
513,1195267.0,SCE,2020-04-08 00:25:00,1,LOS ANGELES,,0.6314483738416765,0.1307258834128695,-13154139.70895746,3997393.3201556155,-118.16564749999998,33.765766000003595,2020-04-08,00:25:00
523,1195175.0,PGE,2020-04-08 00:54:43,1,PLACER,,0.3708662001915215,0.7569923709457953,-13435632.47043023,4760272.776176738,-120.69434000000001,39.26896999999999,2020-04-08,00:54:43
537,1195385.0,PGE,2020-04-08 15:10:59,1,TUOLUMNE,,0.40061781267684005,0.6025244168511592,-13403493.420243306,4572109.380660199,-120.40563000000002,37.94819,2020-04-08,15:10:59
536,1195384.0,PGE,2020-04-08 14:59:56,1,SHASTA,,0.2635291506791777,0.9072716369604046,-13551582.852040501,4943333.7685669,-121.73593999999996,40.53048999999999,2020-04-08,14:59:56
535,1195382.0,PGE,2020-04-08 15:01:00,5,TEHAMA,,0.23828907431871293,0.8930221057051235,-13578848.3349205,4925975.8628366925,-121.98086999999998,40.41187000000002,2020-04-08,15:01:00
534,1195378.0,PGE,2020-04-08 14:59:48,1,ALAMEDA,,0.24611264267410426,0.5495500324143832,-13570396.959179476,4507579.231934882,-121.90495,37.48964999999998,2020-04-08,14:59:48
533,1195374.0,SCE,2020-04-08 15:01:53,3,LOS ANGELES,,0.6467088663418519,0.16880460639662287,-13137654.628204867,4043778.486940223,-118.01755950000002,34.111462000003506,2020-04-08,15:01:53
530,1195359.0,PGE,2020-04-08 14:16:26,1,SANTA BARBARA,,0.39738203756673585,0.23113654337120648,-13406988.852254212,4119707.4327141466,-120.43702999999998,34.674299999999974,2020-04-08,14:16:26
529,1195358.0,PGE,2020-04-08 14:15:00,13,EL DORADO,,0.383003448359311,0.6970171671374401,-13422521.260804594,4687214.658319731,-120.57655999999994,38.75904,2020-04-08,14:15:00
528,1195353.0,PGE,2020-04-08 14:03:58,1,SAN JOAQUIN,,0.3192658922015852,0.5850653476606138,-13491373.479055148,4550841.812505327,-121.19507000000002,37.79738,2020-04-08,14:03:58
519,1195274.0,PGE,2020-04-08 05:16:33,88,SAN JOAQUIN,,0.3142782643248605,0.601057410210426,-13496761.34240954,4570322.363072094,-121.24347,37.93553000000001,2020-04-08,05:16:33
527,1195289.0,SCE,2020-04-08 06:46:06,64,TULARE,,0.5860252937347319,0.39613566558791113,-13203207.79398721,4320699.2518621,-118.606433607447,36.1457813906977,2020-04-08,06:46:06
525,1195231.0,PGE,2020-04-08 03:11:37,1,HUMBOLDT,,0.022168151009116954,0.8626321798572989,-13812312.023791784,4888956.717535401,-124.07810999999997,40.158190000000005,2020-04-08,03:11:37
524,1195195.0,PGE,2020-04-08 00:59:00,14,SIERRA,,0.35574564981235035,0.791481363775016,-13451966.379314326,4802285.153674247,-120.84106999999997,39.56053999999996,2020-04-08,00:59:00
526,1195253.0,PGE,2020-04-08 03:55:17,45,TUOLUMNE,,0.45684919498041765,0.5851058253612353,-13342749.713702137,4550891.119959655,-119.85995999999997,37.797729999999966,2020-04-08,03:55:17
849,1196250.0,PGE,2020-04-09 19:05:29,240,SAN MATEO,,0.18624152862247456,0.5708487156341837,-13635072.470135458,4533523.982599563,-122.48593999999999,37.67434999999999,2020-04-09,19:05:29
848,1196248.0,PGE,2020-04-09 18:59:22,12,HUMBOLDT,,0.06584287098254293,0.9010579471563189,-13765132.597203782,4935764.63243717,-123.65429,40.47879,2020-04-09,18:59:22
847,1196235.0,PGE,2020-04-09 18:39:00,1,SAN LUIS OBISPO,,0.3672460479743851,0.2885080463255587,-13439543.1241418,4189593.8817517525,-120.72947,35.188990000000004,2020-04-09,18:39:00
846,1196206.0,PGE,2020-04-09 17:52:00,10,MONTEREY,,0.24939582085907475,0.4459583567633656,-13566850.3202028,4381390.200999692,-121.87308999999998,36.58479999999998,2020-04-09,17:52:00
845,1196179.0,PGE,2020-04-09 17:42:00,20,MONTEREY,,0.24945662045508676,0.4451025636387702,-13566784.641703237,4380347.726260337,-121.87250000000002,36.577279999999995,2020-04-09,17:42:00
851,1196270.0,PGE,2020-04-09 19:38:38,1,EL DORADO,,0.36712135727746364,0.7004949867087227,-13439677.820725663,4691451.124992459,-120.73068000000004,38.78871000000001,2020-04-09,19:38:38
850,1196253.0,PGE,2020-04-09 19:01:21,1,KINGS,,0.4488421973353418,0.380466575184808,-13351399.238136776,4301612.126171958,-119.93766000000001,36.00719999999996,2020-04-09,19:01:21
852,1196278.0,SCE,2020-04-09 19:13:45,16,SAN BERNARDINO,,0.6862117816452376,0.16248799709165063,-13094981.77549506,4036083.9805816626,-117.634222741938,34.05421410202628,2020-04-09,19:13:45
858,1196302.0,PGE,2020-04-09 20:40:02,1,SANTA BARBARA,,0.4240606941990812,0.2404664536888821,-13378169.349282743,4131072.5577041693,-120.17814,34.75822,2020-04-09,20:40:02
854,1196281.0,PGE,2020-04-09 19:46:17,1,SANTA CLARA,,0.22468336133184863,0.5382809018115124,-13593545.847289937,4493851.86763344,-122.11290000000001,37.39173999999999,2020-04-09,19:46:17
855,1196289.0,PGE,2020-04-09 18:35:55,57,SAN LUIS OBISPO,,0.36676480371438025,0.2890604501584142,-13440062.986163802,4190266.7862483235,-120.73414000000001,35.193930000000016,2020-04-09,18:35:55
856,1196292.0,PGE,2020-04-09 20:04:08,1,SAN LUIS OBISPO,,0.35680706648859406,0.3018657326756977,-13450819.788559157,4205865.396672881,-120.83077,35.30836,2020-04-09,20:04:08
857,1196301.0,SCE,2020-04-09 20:21:20,297,LOS ANGELES,,0.635954653553128,0.14587742668875237,-13149271.819868285,4015850.0016518906,-118.12191850829794,33.90348672380807,2020-04-09,20:21:20
844,1196152.0,PGE,2020-04-09 17:06:23,1,MONTEREY,,0.24171858373477306,0.44664123022494806,-13575143.622266902,4382222.035602491,-121.94759,36.590800000000016,2020-04-09,17:06:23
859,1196306.0,PGE,2020-04-09 20:32:00,1,KERN,,0.5647190138341411,0.31093649961284786,-13226223.810324464,4216914.849077667,-118.81319,35.38932,2020-04-09,20:32:00
860,1196316.0,PGE,2020-04-09 21:00:15,1,KINGS,,0.4360217265885762,0.3756192959028257,-13365248.495986367,4295707.467603385,-120.06206999999998,35.96428,2020-04-09,21:00:15
861,1196317.0,PGE,2020-04-09 21:00:11,1,KINGS,,0.4340998410534329,0.375597843629917,-13367324.604489662,4295681.335759174,-120.08071999999999,35.96408999999998,2020-04-09,21:00:11
862,1196320.0,PGE,2020-04-09 21:06:03,1,SAN MATEO,,0.18873843406571567,0.5669886603909489,-13632375.198873542,4528821.899855569,-122.46171000000004,37.64090999999997,2020-04-09,21:06:03
